Disease,DOIDId,Symptom,SymptomId,,,Total number of disease
mosaic variegated aneuploidy syndrome,DOID:0080688,is_a,DOID:225,,,
mosaic variegated aneuploidy syndrome 3,DOID:0080689,is_a,DOID:0050737,,,
mosaic variegated aneuploidy syndrome 3,DOID:0080689,is_a,DOID:0080688,,,
RASopathy,DOID:0080690,is_a,DOID:225,,,
Noonan syndrome-like disorder with loose anagen hair,DOID:0080691,is_a,DOID:0080690,,,
Noonan syndrome-like disorder with loose anagen hair 1,DOID:0080692,is_a,DOID:0080691,,,
Noonan syndrome-like disorder with loose anagen hair 2,DOID:0080693,is_a,DOID:0080691,,,
Galloway-Mowat syndrome,DOID:0080694,is_a,DOID:225,,,
Burn-McKeown syndrome,DOID:0080695,is_a,DOID:225,,,
Winchester syndrome,DOID:0080696,is_a,DOID:225,,,
Opitz GBBB syndrome,DOID:0080697,is_a,DOID:0080012,,,
Opitz GBBB syndrome,DOID:0080697,is_a,DOID:225,,,
Teebi hypertelorism syndrome 1,DOID:0080698,is_a,DOID:0050736,,,
Teebi hypertelorism syndrome 1,DOID:0080698,is_a,DOID:0081073,,,
glutathione synthetase deficiency,DOID:0080699,is_a,DOID:9252,,,
caudal regression syndrome,DOID:0080700,is_a,DOID:0080015,,,
prothrombin thrombophilia,DOID:0080701,is_a,DOID:0050736,,,
prothrombin thrombophilia,DOID:0080701,is_a,DOID:2452,,,
medulloblastoma WNT activated,DOID:0080702,is_a,DOID:0050902,,,
medulloblastoma SHH activated,DOID:0080703,is_a,DOID:0050902,,,
medulloblastoma SHH activated and TP53 mutant,DOID:0080704,is_a,DOID:0080703,,,
medulloblastoma SHH activated and TP53 wild-type,DOID:0080705,is_a,DOID:0080703,,,
medulloblastoma non-WNT/non-SHH,DOID:0080706,is_a,DOID:0050902,,,
medulloblastoma non-WNT/non-SHH group 3,DOID:0080707,is_a,DOID:0080706,,,
medulloblastoma non-WNT/non-SHH group 4,DOID:0080708,is_a,DOID:0080706,,,
NK cell deficiency,DOID:0080709,is_a,DOID:612,,,
T cell and NK cell immunodeficiency,DOID:0080710,is_a,DOID:612,,,
multisystem inflammatory syndrome in children,DOID:0080711,is_a,DOID:0080599,,,
gene duplication disease,DOID:0080712,is_a,DOID:0050177,,,
hereditary alpha tryptasemia syndrome,DOID:0080714,is_a,DOID:0080712,,,
hereditary alpha tryptasemia syndrome,DOID:0080714,is_a,DOID:225,,,
developmental and epileptic encephalopathy 82,DOID:0080715,is_a,DOID:0050737,,,
developmental and epileptic encephalopathy 82,DOID:0080715,is_a,DOID:0112202,,,
infantile liver failure syndrome,DOID:0080716,is_a,DOID:225,,,
infantile liver failure syndrome,DOID:0080716,is_a,DOID:409,,,
infantile liver failure syndrome 1,DOID:0080717,is_a,DOID:0050737,,,
infantile liver failure syndrome 1,DOID:0080717,is_a,DOID:0080716,,,
GNE myopathy,DOID:0080718,is_a,DOID:0050737,,,
GNE myopathy,DOID:0080718,is_a,DOID:423,,,
congenital myopathy 6,DOID:0080719,is_a,DOID:0050736,,,
congenital myopathy 6,DOID:0080719,is_a,DOID:0050737,,,
congenital myopathy 6,DOID:0080719,is_a,DOID:0081337,,,
autosomal dominant congenital deafness with onychodystrophy,DOID:0080720,is_a,DOID:0050736,,,
autosomal dominant congenital deafness with onychodystrophy,DOID:0080720,is_a,DOID:0080015,,,
autosomal dominant congenital deafness with onychodystrophy,DOID:0080720,is_a,DOID:225,,,
calvarial doughnut lesions with bone fragility,DOID:0080721,is_a,DOID:2256,,,
Kenny-Caffey syndrome type 1,DOID:0080722,is_a,DOID:0050737,,,
Kenny-Caffey syndrome type 1,DOID:0080722,is_a,DOID:0080724,,,
Kenny-Caffey syndrome type 2,DOID:0080723,is_a,DOID:0050736,,,
Kenny-Caffey syndrome type 2,DOID:0080723,is_a,DOID:0080724,,,
Kenny-Caffey syndrome,DOID:0080724,is_a,DOID:225,,,
Kenny-Caffey syndrome,DOID:0080724,is_a,DOID:2256,,,
BASAN syndrome,DOID:0080725,is_a,DOID:2121,,,
Ehlers-Danlos syndrome classic type 2,DOID:0080726,is_a,DOID:0050736,,,
Ehlers-Danlos syndrome classic type 2,DOID:0080726,is_a,DOID:13359,,,
Ehlers-Danlos syndrome arthrochalasia type 1,DOID:0080727,is_a,DOID:0050736,,,
Ehlers-Danlos syndrome arthrochalasia type 1,DOID:0080727,is_a,DOID:13359,,,
Ehlers-Danlos syndrome arthrochalasia type 2,DOID:0080728,is_a,DOID:0050736,,,
Ehlers-Danlos syndrome arthrochalasia type 2,DOID:0080728,is_a,DOID:13359,,,
brittle cornea syndrome 2,DOID:0080729,is_a,DOID:0050737,,,
brittle cornea syndrome 2,DOID:0080729,is_a,DOID:10124,,,
brittle cornea syndrome 2,DOID:0080729,is_a,DOID:13359,,,
Ehlers-Danlos syndrome cardiac valvular type,DOID:0080730,is_a,DOID:0050737,,,
Ehlers-Danlos syndrome cardiac valvular type,DOID:0080730,is_a,DOID:13359,,,
Ehlers-Danlos syndrome classic-like 1,DOID:0080731,is_a,DOID:0050737,,,
Ehlers-Danlos syndrome classic-like 1,DOID:0080731,is_a,DOID:13359,,,
Ehlers-Danlos syndrome classic-like 2,DOID:0080732,is_a,DOID:0050737,,,
Ehlers-Danlos syndrome classic-like 2,DOID:0080732,is_a,DOID:13359,,,
Ehlers-Danlos syndrome dermatosparaxis type,DOID:0080733,is_a,DOID:0050737,,,
Ehlers-Danlos syndrome dermatosparaxis type,DOID:0080733,is_a,DOID:13359,,,
Ehlers-Danlos syndrome kyphoscoliotic type 1,DOID:0080734,is_a,DOID:0050737,,,
Ehlers-Danlos syndrome kyphoscoliotic type 1,DOID:0080734,is_a,DOID:13359,,,
Ehlers-Danlos syndrome kyphoscoliotic type 2,DOID:0080735,is_a,DOID:0050737,,,
Ehlers-Danlos syndrome kyphoscoliotic type 2,DOID:0080735,is_a,DOID:13359,,,
Ehlers-Danlos syndrome musculocontractural type 1,DOID:0080736,is_a,DOID:0050737,,,
Ehlers-Danlos syndrome musculocontractural type 1,DOID:0080736,is_a,DOID:13359,,,
Ehlers-Danlos syndrome musculocontractural type 2,DOID:0080737,is_a,DOID:0050737,,,
Ehlers-Danlos syndrome musculocontractural type 2,DOID:0080737,is_a,DOID:13359,,,
Ehlers-Danlos syndrome spondylodysplastic type 1,DOID:0080738,is_a,DOID:0050737,,,
Ehlers-Danlos syndrome spondylodysplastic type 1,DOID:0080738,is_a,DOID:13359,,,
Ehlers-Danlos syndrome spondylodysplastic type 3,DOID:0080739,is_a,DOID:13359,,,
Libman-Sacks endocarditis,DOID:0080740,is_a,DOID:0060051,,,
Libman-Sacks endocarditis,DOID:0080740,is_a,DOID:10314,,,
limbic encephalitis,DOID:0080741,is_a,DOID:0060004,,,
limbic encephalitis,DOID:0080741,is_a,DOID:9588,,,
autoimmune cholangitis,DOID:0080742,is_a,DOID:2048,,,
antisynthetase syndrome,DOID:0080744,is_a,DOID:417,,,
Sweet syndrome,DOID:0080746,is_a,DOID:1205,,,
Sweet syndrome,DOID:0080746,is_a,DOID:37,,,
chronic urticaria,DOID:0080747,is_a,DOID:1555,,,
chronic inducible urticaria,DOID:0080748,is_a,DOID:0080747,,,
chronic spontaneous urticaria,DOID:0080749,is_a,DOID:0080747,,,
erythema nodosum,DOID:0080750,is_a,DOID:1526,,,
keratosis pilaris atrophicans,DOID:0080751,is_a,DOID:0050737,,,
keratosis pilaris atrophicans,DOID:0080751,is_a,DOID:1697,,,
keratosis pilaris atrophicans faciei,DOID:0080752,is_a,DOID:0080751,,,
keratosis follicularis spinulosa decalvans,DOID:0080753,is_a,DOID:0080751,,,
X-linked keratosis follicularis spinulosa decalvans,DOID:0080754,is_a,DOID:0080012,,,
X-linked keratosis follicularis spinulosa decalvans,DOID:0080754,is_a,DOID:0080753,,,
autosomal dominant keratosis follicularis spinulosa decalvans,DOID:0080755,is_a,DOID:0080753,,,
atrophoderma vermiculata,DOID:0080756,is_a,DOID:0080751,,,
Fanconi renotubular syndrome 1,DOID:0080757,is_a,DOID:0050736,,,
Fanconi renotubular syndrome 1,DOID:0080757,is_a,DOID:1062,,,
Fanconi renotubular syndrome 2,DOID:0080758,is_a,DOID:0050737,,,
Fanconi renotubular syndrome 2,DOID:0080758,is_a,DOID:1062,,,
Fanconi renotubular syndrome 3,DOID:0080759,is_a,DOID:0050736,,,
Fanconi renotubular syndrome 3,DOID:0080759,is_a,DOID:1062,,,
Fanconi renotubular syndrome 4,DOID:0080760,is_a,DOID:0050736,,,
Fanconi renotubular syndrome 4,DOID:0080760,is_a,DOID:1062,,,
Fanconi renotubular syndrome 5,DOID:0080761,is_a,DOID:0050737,,,
Fanconi renotubular syndrome 5,DOID:0080761,is_a,DOID:1062,,,
autosomal recessive limb-girdle muscular dystrophy type 2Z,DOID:0080762,is_a,DOID:0110274,,,
diffuse gastric cancer,DOID:0080763,is_a,DOID:10534,,,
hereditary diffuse gastric cancer,DOID:0080764,is_a,DOID:0050736,,,
hereditary diffuse gastric cancer,DOID:0080764,is_a,DOID:0080763,,,
autosomal recessive intellectual developmental disorder 72,DOID:0080765,is_a,DOID:0060308,,,
erythrokeratodermia variabilis et progressiva 6,DOID:0080766,is_a,DOID:0050467,,,
erythrokeratodermia variabilis et progressiva 6,DOID:0080766,is_a,DOID:0050736,,,
autoimmune myocarditis,DOID:0080767,is_a,DOID:0060051,,,
autoimmune myocarditis,DOID:0080767,is_a,DOID:820,,,
pyridoxine-dependent epilepsy,DOID:0080768,is_a,DOID:0050737,,,
pyridoxine-dependent epilepsy,DOID:0080768,is_a,DOID:1826,,,
early-onset vitamin B6-dependent epilepsy,DOID:0080769,is_a,DOID:0050737,,,
early-onset vitamin B6-dependent epilepsy,DOID:0080769,is_a,DOID:1826,,,
autosomal dominant  beta thalassemia,DOID:0080770,is_a,DOID:0050736,,,
autosomal dominant  beta thalassemia,DOID:0080770,is_a,DOID:12241,,,
beta-thalassemia major,DOID:0080771,is_a,DOID:12241,,,
beta-thalassemia intermedia,DOID:0080772,is_a,DOID:12241,,,
delta beta-thalassemia,DOID:0080773,is_a,DOID:0050736,,,
delta beta-thalassemia,DOID:0080773,is_a,DOID:12241,,,
thalassemia minor,DOID:0080774,is_a,DOID:12241,,,
complete androgen insensitivity syndrome,DOID:0080775,is_a,DOID:4674,,,
partial androgen insensitivity syndrome,DOID:0080776,is_a,DOID:0080012,,,
partial androgen insensitivity syndrome,DOID:0080776,is_a,DOID:4674,,,
lung sarcomatoid carcinoma,DOID:0080777,is_a,DOID:3905,,,
transient infantile liver failure,DOID:0080778,is_a,DOID:0050737,,,
transient infantile liver failure,DOID:0080778,is_a,DOID:409,,,
plasmablastic lymphoma,DOID:0080779,is_a,DOID:0050745,,,
acute erythroid leukemia,DOID:0080780,is_a,DOID:9119,,,
benign exocrine pancreas neoplasm,DOID:0080781,is_a,DOID:0060089,,,
mucinous pancreas adenocarcinoma,DOID:0080782,is_a,DOID:3030,,,
mucinous pancreas adenocarcinoma,DOID:0080782,is_a,DOID:4074,,,
urinary tract infection,DOID:0080784,is_a,DOID:104,,,
urinary tract infection,DOID:0080784,is_a,DOID:18,,,
Brown-Vialetto-Van Laere syndrome 1,DOID:0080785,is_a,DOID:0050694,,,
Brown-Vialetto-Van Laere syndrome 1,DOID:0080785,is_a,DOID:0050737,,,
Brown-Vialetto-Van Laere syndrome 2,DOID:0080786,is_a,DOID:0050694,,,
Brown-Vialetto-Van Laere syndrome 2,DOID:0080786,is_a,DOID:0050737,,,
proximal symphalangism 1,DOID:0080787,is_a,DOID:0050788,,,
proximal symphalangism 2,DOID:0080788,is_a,DOID:0050788,,,
Treacher Collins syndrome 1,DOID:0080789,is_a,DOID:2908,,,
Treacher Collins syndrome 2,DOID:0080790,is_a,DOID:0050737,,,
Treacher Collins syndrome 2,DOID:0080790,is_a,DOID:2908,,,
Treacher Collins syndrome 3,DOID:0080791,is_a,DOID:0050737,,,
Treacher Collins syndrome 3,DOID:0080791,is_a,DOID:2908,,,
Treacher Collins syndrome 4,DOID:0080792,is_a,DOID:2908,,,
childhood acute megakaryoblastic leukemia,DOID:0080794,is_a,DOID:8761,,,
acute basophilic leukemia,DOID:0080795,is_a,DOID:9119,,,
core binding factor acute myeloid leukemia,DOID:0080796,is_a,DOID:9119,,,
nasal type extranodal NK/T-cell lymphoma,DOID:0080797,is_a,DOID:0050743,,,
nasal type extranodal NK/T-cell lymphoma,DOID:0080797,is_a,DOID:10811,,,
myeloid leukemia associated with Down Syndrome,DOID:0080798,is_a,DOID:8761,,,
sinonasal undifferentiated carcinoma,DOID:0080799,is_a,DOID:0050619,,,
sinonasal undifferentiated carcinoma,DOID:0080799,is_a,DOID:4931,,,
salivary gland mucinous adenocarcinoma,DOID:0080800,is_a,DOID:0050904,,,
salivary gland mucinous adenocarcinoma,DOID:0080800,is_a,DOID:3030,,,
autosomal dominant craniometaphyseal dysplasia,DOID:0080801,is_a,DOID:0050736,,,
autosomal dominant craniometaphyseal dysplasia,DOID:0080801,is_a,DOID:0080033,,,
autosomal recessive craniometaphyseal dysplasia,DOID:0080802,is_a,DOID:0050737,,,
autosomal recessive craniometaphyseal dysplasia,DOID:0080802,is_a,DOID:0080033,,,
cranioectodermal dysplasia 1,DOID:0080803,is_a,DOID:0050577,,,
cranioectodermal dysplasia 2,DOID:0080804,is_a,DOID:0050577,,,
cranioectodermal dysplasia 3,DOID:0080805,is_a,DOID:0050577,,,
cranioectodermal dysplasia 4,DOID:0080806,is_a,DOID:0050577,,,
autosomal dominant craniodiaphyseal dysplasia,DOID:0080807,is_a,DOID:0050736,,,
autosomal dominant craniodiaphyseal dysplasia,DOID:0080807,is_a,DOID:0080032,,,
mammary analogue secretory carcinoma,DOID:0080808,is_a,DOID:0050904,,,
chronic asthma,DOID:0080809,is_a,DOID:2841,,,
acute asthma,DOID:0080810,is_a,DOID:2841,,,
extrinsic asthma,DOID:0080811,is_a,DOID:0080809,,,
extrinsic asthma,DOID:0080811,is_a,DOID:1205,,,
intermittent asthma,DOID:0080812,is_a,DOID:0080809,,,
persistent mild asthma,DOID:0080813,is_a,DOID:0080809,,,
persistent moderate asthma,DOID:0080814,is_a,DOID:0080809,,,
childhood-onset asthma,DOID:0080815,is_a,DOID:0080809,,,
adult-onset severe asthma,DOID:0080816,is_a,DOID:0080809,,,
T2-high asthma,DOID:0080817,is_a,DOID:0080809,,,
T2-low asthma,DOID:0080818,is_a,DOID:0080809,,,
environmental induced asthma,DOID:0080819,is_a,DOID:9360,,,
exercise-induced bronchoconstriction,DOID:0080821,is_a,DOID:9360,,,
aspirin-induced respiratory disease,DOID:0080822,is_a,DOID:9360,,,
near-fatal asthma,DOID:0080823,is_a,DOID:0080810,,,
persistent severe asthma,DOID:0080824,is_a,DOID:0080809,,,
thunderstorm triggered asthma,DOID:0080825,is_a,DOID:9415,,,
nocturnal asthma,DOID:0080826,is_a,DOID:0080809,,,
human cytomegalovirus infection,DOID:0080827,is_a,DOID:934,,,
VEXAS syndrome,DOID:0080828,is_a,DOID:225,,,
low grade glioma,DOID:0080829,is_a,DOID:0060084,,,
low grade glioma,DOID:0080829,is_a,DOID:0060090,,,
low grade glioma,DOID:0080829,is_a,DOID:319,,,
low grade glioma,DOID:0080829,is_a,DOID:936,,,
childhood low-grade glioma,DOID:0080830,is_a,DOID:0080829,,,
subjective cognitive decline,DOID:0080831,is_a,DOID:1561,,,
mild cognitive impairment,DOID:0080832,is_a,DOID:1561,,,
laryngomalacia,DOID:0080833,is_a,DOID:0080015,,,
laryngomalacia,DOID:0080833,is_a,DOID:786,,,
acquired laryngomalacia,DOID:0080834,is_a,DOID:786,,,
TORCH syndrome,DOID:0080835,is_a,DOID:0080015,,,
TORCH syndrome,DOID:0080835,is_a,DOID:225,,,
growth hormone insensitivity syndrome with immune dysregulation 1,DOID:0080836,is_a,DOID:0050737,,,
growth hormone insensitivity syndrome with immune dysregulation 1,DOID:0080836,is_a,DOID:225,,,
growth hormone insensitivity syndrome with immune dysregulation 2,DOID:0080837,is_a,DOID:0050736,,,
growth hormone insensitivity syndrome with immune dysregulation 2,DOID:0080837,is_a,DOID:225,,,
X-linked warfarin sensitivity,DOID:0080839,is_a,DOID:655,,,
optic atrophy 12,DOID:0080840,is_a,DOID:0050736,,,
optic atrophy 12,DOID:0080840,is_a,DOID:5723,,,
pemphigoid,DOID:0080841,is_a,DOID:0060039,,,
pemphigoid,DOID:0080841,is_a,DOID:8502,,,
intracranial meningioma,DOID:0080842,is_a,DOID:3565,,,
supratentorial meningioma,DOID:0080843,is_a,DOID:3565,,,
omodysplasia 1,DOID:0080844,is_a,DOID:0050737,,,
omodysplasia 1,DOID:0080844,is_a,DOID:0060288,,,
omodysplasia 2,DOID:0080845,is_a,DOID:0050736,,,
omodysplasia 2,DOID:0080845,is_a,DOID:0060288,,,
latent autoimmune diabetes in adults,DOID:0080846,is_a,DOID:9744,,,
long COVID,DOID:0080848,is_a,DOID:0080599,,,
"ocular motor apraxia, Cogan type",DOID:0080849,is_a,DOID:5614,,,
pemphigus foliaceus,DOID:0080850,is_a,DOID:9182,,,
IgA pemphigus,DOID:0080851,is_a,DOID:9182,,,
paraneoplastic pemphigus,DOID:0080852,is_a,DOID:9182,,,
anaplastic pleomorphic xanthoastrocytoma,DOID:0080854,is_a,DOID:3069,,,
Parkinsonism,DOID:0080855,is_a,DOID:480,,,
vascular Parkinsonism,DOID:0080856,is_a,DOID:0080855,,,
primary ovarian insufficiency 1,DOID:0080857,is_a,DOID:0050735,,,
primary ovarian insufficiency 1,DOID:0080857,is_a,DOID:5426,,,
primary ovarian insufficiency 2A,DOID:0080858,is_a,DOID:0080009,,,
primary ovarian insufficiency 2A,DOID:0080858,is_a,DOID:5426,,,
primary ovarian insufficiency 2B,DOID:0080859,is_a,DOID:0080012,,,
primary ovarian insufficiency 2B,DOID:0080859,is_a,DOID:5426,,,
primary ovarian insufficiency 3,DOID:0080860,is_a,DOID:0050736,,,
primary ovarian insufficiency 3,DOID:0080860,is_a,DOID:5426,,,
primary ovarian insufficiency 4,DOID:0080861,is_a,DOID:0050735,,,
primary ovarian insufficiency 4,DOID:0080861,is_a,DOID:5426,,,
primary ovarian insufficiency 5,DOID:0080862,is_a,DOID:0050736,,,
primary ovarian insufficiency 5,DOID:0080862,is_a,DOID:5426,,,
primary ovarian insufficiency 6,DOID:0080863,is_a,DOID:0050736,,,
primary ovarian insufficiency 6,DOID:0080863,is_a,DOID:5426,,,
primary ovarian insufficiency 7,DOID:0080864,is_a,DOID:0050736,,,
primary ovarian insufficiency 7,DOID:0080864,is_a,DOID:5426,,,
primary ovarian insufficiency 8,DOID:0080865,is_a,DOID:0050737,,,
primary ovarian insufficiency 8,DOID:0080865,is_a,DOID:5426,,,
primary ovarian insufficiency 9,DOID:0080866,is_a,DOID:0050737,,,
primary ovarian insufficiency 9,DOID:0080866,is_a,DOID:5426,,,
primary ovarian insufficiency 10,DOID:0080867,is_a,DOID:0050737,,,
primary ovarian insufficiency 10,DOID:0080867,is_a,DOID:5426,,,
primary ovarian insufficiency 11,DOID:0080868,is_a,DOID:0050736,,,
primary ovarian insufficiency 11,DOID:0080868,is_a,DOID:5426,,,
primary ovarian insufficiency 12,DOID:0080869,is_a,DOID:0050737,,,
primary ovarian insufficiency 12,DOID:0080869,is_a,DOID:5426,,,
primary ovarian insufficiency 13,DOID:0080870,is_a,DOID:0050737,,,
primary ovarian insufficiency 13,DOID:0080870,is_a,DOID:5426,,,
primary ovarian insufficiency 14,DOID:0080871,is_a,DOID:0050737,,,
primary ovarian insufficiency 14,DOID:0080871,is_a,DOID:5426,,,
primary ovarian insufficiency 15,DOID:0080872,is_a,DOID:0050737,,,
primary ovarian insufficiency 15,DOID:0080872,is_a,DOID:5426,,,
primary ovarian insufficiency 16,DOID:0080873,is_a,DOID:0050736,,,
primary ovarian insufficiency 16,DOID:0080873,is_a,DOID:5426,,,
primary ovarian insufficiency 17,DOID:0080874,is_a,DOID:5426,,,
IDH-mutant anaplastic astrocytoma,DOID:0080875,is_a,DOID:3078,,,
IDH-wildtype anaplastic astrocytoma,DOID:0080876,is_a,DOID:3078,,,
"astrocytoma, IDH-mutant, grade 4",DOID:0080877,is_a,DOID:0080875,,,
IDH-wildtype glioblastoma,DOID:0080878,is_a,DOID:3068,,,
histone mutated tumor,DOID:0080879,is_a,DOID:3070,,,
"diffuse glioma, H3 G34 mutant",DOID:0080880,is_a,DOID:0080879,,,
pleomorphic xanthoastrocytoma BRAF mutant,DOID:0080881,is_a,DOID:0080854,,,
IDH-mutant and 1p/19q-codeleted oligodendroglioma,DOID:0080882,is_a,DOID:7154,,,
vitamin D-dependent rickets,DOID:0080883,is_a,DOID:0080006,,,
vitamin D-dependent rickets,DOID:0080883,is_a,DOID:74,,,
vitamin D-dependent rickets type 2A,DOID:0080884,is_a,DOID:0050737,,,
vitamin D-dependent rickets type 2A,DOID:0080884,is_a,DOID:0080883,,,
vitamin D-dependent rickets type 2B,DOID:0080885,is_a,DOID:0080883,,,
vitamin D-dependent rickets type 1A,DOID:0080886,is_a,DOID:0050737,,,
vitamin D-dependent rickets type 1A,DOID:0080886,is_a,DOID:0080883,,,
vitamin D-dependent rickets type 1B,DOID:0080887,is_a,DOID:0050737,,,
vitamin D-dependent rickets type 1B,DOID:0080887,is_a,DOID:0080883,,,
"spinal ependymoma, MYCN-amplified",DOID:0080888,is_a,DOID:5503,,,
posterior fossa ependymoma,DOID:0080889,is_a,DOID:5074,,,
supratentorial ependymoma,DOID:0080890,is_a,DOID:5074,,,
YAP1-MAMLD1 fusion-positive supratentorial ependymoma,DOID:0080891,is_a,DOID:0080890,,,
RELA fusion-positive ependymoma,DOID:0080892,is_a,DOID:0080890,,,
Bainbridge-Ropers syndrome,DOID:0080893,is_a,DOID:0050736,,,
Bainbridge-Ropers syndrome,DOID:0080893,is_a,DOID:225,,,
lipofibromatosis-like neural tumor,DOID:0080894,is_a,DOID:201,,,
rapidly involuting congenital hemangioma,DOID:0080895,is_a,DOID:0080015,,,
rapidly involuting congenital hemangioma,DOID:0080895,is_a,DOID:255,,,
pericytoma with t(7;12),DOID:0080896,is_a,DOID:3316,,,
solitary fibrous tumor/hemangiopericytoma,DOID:0080897,is_a,DOID:201,,,
cerebellofaciodental syndrome,DOID:0080898,is_a,DOID:0050737,,,
cerebellofaciodental syndrome,DOID:0080898,is_a,DOID:225,,,
lung pleomorphic carcinoma,DOID:0080899,is_a,DOID:1324,,,
lung pleomorphic carcinoma,DOID:0080899,is_a,DOID:5662,,,
oral rhabdomyosarcoma,DOID:0080900,is_a,DOID:3247,,,
oral rhabdomyosarcoma,DOID:0080900,is_a,DOID:8618,,,
bladder sarcomatoid transitional cell carcinoma,DOID:0080901,is_a,DOID:11054,,,
bladder sarcomatoid transitional cell carcinoma,DOID:0080901,is_a,DOID:4014,,,
bladder small cell carcinoma,DOID:0080902,is_a,DOID:4007,,,
"embryonal tumor with multilayered rosettes, C19MC-altered",DOID:0080903,is_a,DOID:0081286,,,
"astroblastoma, MN1-altered",DOID:0080904,is_a,DOID:7305,,,
central nervous system neuroblastoma,DOID:0080905,is_a,DOID:4439,,,
CNS neuroblastoma with FOXR2 activation,DOID:0080906,is_a,DOID:0080905,,,
Cockayne syndrome A,DOID:0080907,is_a,DOID:2962,,,
Cockayne syndrome B,DOID:0080908,is_a,DOID:2962,,,
castration-resistant prostate carcinoma,DOID:0080909,is_a,DOID:10286,,,
cerebrooculofacioskeletal syndrome,DOID:0080910,is_a,DOID:2962,,,
cerebrooculofacioskeletal syndrome 1,DOID:0080911,is_a,DOID:0080910,,,
cerebrooculofacioskeletal syndrome 2,DOID:0080912,is_a,DOID:0080910,,,
cerebrooculofacioskeletal syndrome 3,DOID:0080913,is_a,DOID:0080910,,,
cerebrooculofacioskeletal syndrome 4,DOID:0080914,is_a,DOID:0080910,,,
histiocytic sarcoma,DOID:0080915,is_a,DOID:5621,,,
erythroleukemia,DOID:0080916,is_a,DOID:0080780,,,
sporatic amyotrophic lateral sclerosis,DOID:0080917,is_a,DOID:332,,,
polymicrogyria,DOID:0080918,is_a,DOID:936,,,
unilateral focal polymicrogyria,DOID:0080919,is_a,DOID:0080918,,,
bilateral generalized polymicrogyria,DOID:0080920,is_a,DOID:0080918,,,
bilateral frontal polymicrogyria,DOID:0080921,is_a,DOID:0080918,,,
bilateral frontoparietal polymicrogyria,DOID:0080922,is_a,DOID:0050737,,,
bilateral frontoparietal polymicrogyria,DOID:0080922,is_a,DOID:0080918,,,
bilateral parasagittal parieto-occipital polymicrogyria,DOID:0080923,is_a,DOID:0050737,,,
bilateral parasagittal parieto-occipital polymicrogyria,DOID:0080923,is_a,DOID:0080918,,,
bilateral perisylvian polymicrogyria,DOID:0080924,is_a,DOID:0080918,,,
cytochrome P450 oxidoreductase deficiency,DOID:0080925,is_a,DOID:0050737,,,
cytochrome P450 oxidoreductase deficiency,DOID:0080925,is_a,DOID:1701,,,
7q11.23 duplication syndrome,DOID:0080926,is_a,DOID:0060429,,,
apolipoprotein A-IV associated amyloidosis,DOID:0080927,is_a,DOID:557,,,
apolipoprotein A-IV associated amyloidosis,DOID:0080927,is_a,DOID:9120,,,
dialysis-related amyloidosis,DOID:0080928,is_a,DOID:557,,,
dialysis-related amyloidosis,DOID:0080928,is_a,DOID:9120,,,
variant ABeta2M amyloidosis,DOID:0080929,is_a,DOID:0050736,,,
variant ABeta2M amyloidosis,DOID:0080929,is_a,DOID:655,,,
variant ABeta2M amyloidosis,DOID:0080929,is_a,DOID:9120,,,
primary localized cutaneous amyloidosis 1,DOID:0080930,is_a,DOID:0050639,,,
primary localized cutaneous amyloidosis 2,DOID:0080931,is_a,DOID:0050639,,,
primary localized cutaneous amyloidosis 3,DOID:0080932,is_a,DOID:0050639,,,
immunoglobulin light chain amyloidosis,DOID:0080933,is_a,DOID:114,,,
immunoglobulin light chain amyloidosis,DOID:0080933,is_a,DOID:409,,,
immunoglobulin light chain amyloidosis,DOID:0080933,is_a,DOID:557,,,
immunoglobulin light chain amyloidosis,DOID:0080933,is_a,DOID:655,,,
immunoglobulin light chain amyloidosis,DOID:0080933,is_a,DOID:9120,,,
immunoglobulin heavy chain amyloidosis,DOID:0080934,is_a,DOID:557,,,
immunoglobulin heavy chain amyloidosis,DOID:0080934,is_a,DOID:9120,,,
immunoglobulin heavy-and-light chain,DOID:0080935,is_a,DOID:9120,,,
serum amyloid A amyloidosis,DOID:0080936,is_a,DOID:2529,,,
serum amyloid A amyloidosis,DOID:0080936,is_a,DOID:409,,,
serum amyloid A amyloidosis,DOID:0080936,is_a,DOID:557,,,
serum amyloid A amyloidosis,DOID:0080936,is_a,DOID:9120,,,
wild-type amyloidosis,DOID:0080937,is_a,DOID:114,,,
wild-type amyloidosis,DOID:0080937,is_a,DOID:9120,,,
nonobstructive coronary artery disease,DOID:0080938,is_a,DOID:3393,,,
hereditary angioedema type I,DOID:0080939,is_a,DOID:0050737,,,
hereditary angioedema type I,DOID:0080939,is_a,DOID:14735,,,
hereditary angioedema type III,DOID:0080940,is_a,DOID:14735,,,
acquired angioedema,DOID:0080941,is_a,DOID:1558,,,
anauxetic dysplasia,DOID:0080942,is_a,DOID:0080027,,,
"46,XX sex reversal 5",DOID:0080943,is_a,DOID:0050736,,,
"46,XX sex reversal 5",DOID:0080943,is_a,DOID:0111760,,,
familial Behcet-like autoinflammatory syndrome,DOID:0080944,is_a,DOID:0050736,,,
familial Behcet-like autoinflammatory syndrome,DOID:0080944,is_a,DOID:612,,,
abdominal obesity-metabolic syndrome 4,DOID:0080945,is_a,DOID:0060611,,,
retinal dystrophy with leukodystrophy,DOID:0080946,is_a,DOID:0050737,,,
